,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,cluster
194,Die Hard,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,3.9837666666666665,83,0.775,0.319,0.736,0.00116,0.127,-8.072000000000001,0.247,100.988,4,1
215,Martin & Gina,THE GOAT,Polo G,2020-05-15,2.213866666666666,83,0.8320000000000001,0.345,0.534,0.0,0.165,-7.813,0.253,93.92399999999999,4,1
223,El Apagón,Un Verano Sin Ti,Bad Bunny,2022-05-06,3.3636,84,0.629,0.0509,0.698,0.0016600000000000002,0.0909,-4.485,0.308,117.765,4,1
225,EA (feat. 21 Savage),SlimeBall 2,Young Nudy,2017-08-11,3.78625,80,0.451,0.261,0.8759999999999999,0.0,0.098,-5.205,0.414,87.306,5,1
228,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,DJ Khaled,2021-04-30,3.942066666666667,78,0.47700000000000004,0.000866,0.727,0.0,0.10800000000000001,-4.053,0.28600000000000003,150.062,4,1
233,Enemy (with JID) - from the series Arcane League of Legends,Enemy (with JID) [from the series Arcane League of Legends],Imagine Dragons,2021-10-28,2.889683333333333,87,0.728,0.237,0.7829999999999999,0.0,0.434,-4.4239999999999995,0.266,77.01100000000001,4,1
237,Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,2018-12-10,2.8333166666666667,79,0.736,0.18600000000000003,0.67,0.0,0.114,-6.702000000000001,0.311,130.032,4,1
239,p r i d e . i s . t h e . d e v i l (with Lil Baby),The Off-Season,J. Cole,2021-05-14,3.636833333333333,79,0.861,0.10400000000000001,0.6559999999999999,0.0,0.0986,-7.867000000000001,0.425,88.96700000000001,4,1
252,F.N.F. (Let's Go),F.N.F. (Let's Go),Hitkidd,2022-05-03,2.2929833333333334,74,0.8640000000000001,0.0374,0.47600000000000003,0.0,0.374,-10.068,0.436,157.144,4,1
255,F.N.F (Let's Go) - Remix,F.N.F. (Let's Go) [Remix],Hitkidd,2022-09-09,4.129366666666667,73,0.8690000000000001,0.00733,0.759,0.0,0.366,-4.886,0.262,156.97299999999998,4,1
257,Super Freaky Girl,Super Freaky Girl,Nicki Minaj,2022-08-12,2.8496166666666665,93,0.95,0.0645,0.8909999999999999,1.77e-05,0.309,-2.653,0.24100000000000002,133.01,4,1
261,family ties (with Kendrick Lamar),family ties (with Kendrick Lamar),Baby Keem,2021-08-27,4.20115,80,0.711,0.00575,0.611,0.0,0.231,-5.452999999999999,0.32899999999999996,134.14,4,1
266,Flawlëss (feat. Lil Uzi Vert),Lyfë,Yeat,2022-09-09,2.9354,80,0.474,0.0715,0.805,0.0,0.147,-5.997000000000001,0.332,131.001,4,1
269,First Day Out,My Moment,Tee Grizzley,2017-04-07,4.244883333333333,74,0.5870000000000001,0.171,0.711,0.0,0.125,-6.33,0.42,98.008,4,1
271,Fergalicious,The Dutchess,Fergie,2006-09-13,4.872883333333333,72,0.9059999999999999,0.0569,0.583,0.0,0.126,-7.721,0.317,129.056,4,1
275,Knife Talk (with 21 Savage ft. Project Pat),Certified Lover Boy,Drake,2021-09-03,4.049416666666667,85,0.8490000000000001,0.0635,0.424,0.0,0.0834,-9.579,0.324,145.887,4,1
276,Flowers,Flowers,Lauren Spencer Smith,2022-04-14,2.622883333333333,80,0.684,0.8690000000000001,0.449,0.0,0.0881,-9.738,0.611,66.165,4,1
281,family ties (with Kendrick Lamar),The Melodic Blue,Baby Keem,2021-09-10,4.204366666666667,80,0.711,0.00588,0.611,0.0,0.23,-5.452999999999999,0.33,134.093,4,1
282,Fair Trade (with Travis Scott),Certified Lover Boy,Drake,2021-09-03,4.852916666666666,84,0.6659999999999999,0.0503,0.465,0.0,0.215,-8.545,0.26,167.937,4,1
287,Faneto,Back from the Dead 2,Chief Keef,2015-06-16,3.444233333333333,72,0.8490000000000001,0.34600000000000003,0.755,0.0,0.0564,-7.4,0.363,144.188,4,1
293,FOR FUN,RED & WHITE,Lil Uzi Vert,2022-07-23,3.134316666666667,76,0.775,0.157,0.461,0.0,0.0687,-6.593999999999999,0.124,134.028,4,1
304,GATÚBELA,GATÚBELA,KAROL G,2022-08-26,3.486,91,0.627,0.263,0.858,0.0,0.21,-2.824,0.386,92.523,4,1
311,Gangnam Style (강남스타일),Gangnam Style (강남스타일),PSY,2012-01-01,3.6582166666666662,75,0.727,0.00417,0.937,0.0,0.091,-2.8710000000000004,0.28600000000000003,132.067,4,1
316,Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,2020-01-17,3.513333333333333,84,0.8079999999999999,0.145,0.745,0.0,0.292,-5.26,0.342,165.995,4,1
320,Gold Digger,Late Registration,Kanye West,2005-08-30,3.460433333333333,80,0.629,0.0195,0.696,0.0,0.0554,-5.572,0.348,93.03399999999999,4,1
324,Get Into It (Yuh),Planet Her,Doja Cat,2021-06-25,2.304883333333333,82,0.912,0.315,0.655,3.39e-05,0.0894,-6.029,0.162,91.94200000000001,4,1
340,Grace (feat. 42 Dugg),My Turn,Lil Baby,2020-02-28,3.390633333333333,71,0.8170000000000001,0.38,0.513,0.0,0.109,-6.263,0.39399999999999996,123.029,4,1
341,Girls Want Girls (with Lil Baby),Certified Lover Boy,Drake,2021-09-03,3.69965,81,0.767,0.18100000000000002,0.43799999999999994,0.0,0.142,-8.726,0.29,86.975,4,1
375,Her,Traumazine,Megan Thee Stallion,2022-08-12,2.2851166666666667,78,0.945,0.374,0.848,3.3100000000000005e-05,0.10099999999999999,-4.76,0.326,119.91799999999999,4,1
376,Heyy,Heyy,Lil Baby,2022-10-10,3.2121166666666667,73,0.493,0.00256,0.6659999999999999,0.0,0.0797,-4.525,0.268,87.932,5,1
380,Hotel Room Service,Pitbull Starring In Rebelution,Pitbull,2009-08-31,3.9606666666666666,74,0.851,0.00705,0.629,0.00037200000000000004,0.0746,-8.385,0.175,125.984,4,1
388,HOTEL LOBBY (Unc & Phew),HOTEL LOBBY (Unc & Phew),Quavo,2022-05-20,2.3776166666666665,80,0.821,0.142,0.636,0.0,0.233,-4.479,0.16899999999999998,127.961,4,1
396,Monster Mash,The Original Monster Mash,"Bobby ""Boris"" Pickett",1962,3.2006666666666668,71,0.541,0.375,0.504,0.0,0.42100000000000004,-14.190999999999999,0.457,68.482,4,1
428,Yes Indeed,Harder Than Ever,Lil Baby,2018-05-18,2.3712166666666668,83,0.963,0.0355,0.34600000000000003,0.0,0.10800000000000001,-9.309,0.53,119.95700000000001,4,1
445,Ni**as In Paris,Watch The Throne (Deluxe),JAY-Z,2011-08-08,3.65555,85,0.789,0.127,0.858,0.0,0.349,-5.542000000000001,0.311,140.02200000000002,4,1
446,iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),KYLE,2016-12-02,4.2184333333333335,73,0.746,0.37799999999999995,0.653,0.0,0.22899999999999998,-6.745,0.289,75.016,4,1
456,Jocelyn Flores,17,XXXTENTACION,2017-08-25,1.98555,85,0.872,0.469,0.391,4.13e-06,0.297,-9.144,0.242,134.02100000000002,4,1
466,Ms. Jackson,Stankonia,Outkast,2000-10-31,4.5084333333333335,83,0.843,0.14300000000000002,0.8059999999999999,0.0,0.0771,-5.946000000000001,0.26899999999999996,94.948,4,1
484,Jungle,Artist,A Boogie Wit da Hoodie,2016-09-16,2.9032,75,0.5379999999999999,0.308,0.52,0.0,0.214,-11.062999999999999,0.737,180.274,4,1
496,Juicy - 2005 Remaster,Ready to Die (The Remaster),The Notorious B.I.G.,1994-09-13,5.046,77,0.889,0.47,0.818,0.0,0.179,-4.638999999999999,0.253,96.06299999999999,4,1
524,Kevin’s Heart,KOD,J. Cole,2018-04-20,3.338483333333333,76,0.8290000000000001,0.48200000000000004,0.527,0.0,0.631,-6.644,0.36700000000000005,116.079,4,1
537,Black Skinhead,Yeezus,Kanye West,2013-06-18,3.13355,76,0.7659999999999999,0.0011,0.809,0.0,0.168,-6.122999999999999,0.27899999999999997,130.127,4,1
564,Lost,channel ORANGE,Frank Ocean,2012-07-10,3.90155,86,0.9129999999999999,0.0272,0.603,0.000503,0.16699999999999998,-4.8919999999999995,0.226,123.061,4,1
604,Many Men (Wish Death),Get Rich Or Die Tryin',50 Cent,2003-02-06,4.270433333333333,73,0.653,0.0153,0.826,0.00146,0.131,-2.93,0.354,108.52,5,1
610,Munch (Feelin’ U),Munch (Feelin’ U),Ice Spice,2022-08-10,1.746983333333333,79,0.8109999999999999,0.29100000000000004,0.528,0.0,0.0787,-7.278,0.275,166.084,4,1
620,MIDDLE CHILD,MIDDLE CHILD,J. Cole,2019-01-23,3.559883333333333,82,0.8370000000000001,0.149,0.364,0.0,0.271,-11.713,0.276,123.984,4,1
663,NO SNITCHING (with Dusty Locane),DOUBLE M'S,Lil Mabu,2022-06-30,2.6666666666666665,82,0.731,0.0627,0.653,0.0,0.348,-8.767000000000001,0.348,155.94299999999998,4,1
673,Never Sleep (with Lil Baby feat. Travis Scott),Never Sleep,NAV,2022-07-29,3.096416666666667,80,0.8190000000000001,0.00639,0.6509999999999999,0.0,0.122,-5.829,0.16899999999999998,139.957,4,1
686,Needed Me,ANTI (Deluxe),Rihanna,2016-01-28,3.1933333333333334,82,0.6709999999999999,0.11,0.314,0.0,0.0825,-8.091000000000001,0.244,110.898,4,1
692,No Flockin',No Flockin',Kodak Black,2015-11-13,2.754833333333333,76,0.943,0.0673,0.595,0.0,0.0839,-8.372,0.191,117.53200000000001,4,1
702,ORANGE SODA,DIE FOR MY BITCH,Baby Keem,2019-07-19,2.1647,81,0.83,0.177,0.564,0.0,0.128,-7.822,0.235,85.042,4,1
714,Only,The Pinkprint (Deluxe),Nicki Minaj,2014-12-15,5.200433333333334,72,0.573,0.405,0.495,0.0,0.0969,-7.245,0.5920000000000001,179.196,3,1
717,Old Town Road,7 EP,Lil Nas X,2019-06-21,1.8833333333333333,77,0.907,0.0578,0.53,2.23e-06,0.10099999999999999,-6.112,0.127,135.998,4,1
718,On Me,On Me,Lil Baby,2020-12-04,2.265983333333333,78,0.856,0.0032700000000000003,0.564,0.0,0.134,-6.295,0.392,77.972,4,1
725,Out thë way,Lyfë,Yeat,2022-09-09,2.504016666666667,78,0.767,0.21,0.628,8.79e-06,0.275,-7.41,0.242,128.07,4,1
733,PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,2022-04-29,2.882216666666667,81,0.883,0.0603,0.657,0.0,0.128,-5.747999999999999,0.305,124.992,4,1
746,Our Time,Virgo World,Lil Tecca,2020-09-18,1.6402166666666669,79,0.895,0.19899999999999998,0.439,0.0,0.0683,-12.142000000000001,0.319,109.988,4,1
748,Off The Grid,Donda,Kanye West,2021-08-29,5.65415,75,0.546,0.0438,0.64,0.0,0.13699999999999998,-5.582000000000001,0.37,137.72799999999998,4,1
761,Put It On Me,Realer 2,YoungBoy Never Broke Again,2022-09-07,2.536583333333333,76,0.665,0.0331,0.6659999999999999,0.0,0.0841,-7.0089999999999995,0.429,164.205,4,1
764,Pure Cocaine,Street Gossip,Lil Baby,2018-11-30,2.56705,81,0.9640000000000001,0.0012699999999999999,0.48700000000000004,6.57e-06,0.115,-6.071000000000001,0.42100000000000004,127.05,4,1
773,Power Trip (feat. Miguel),Born Sinner (Deluxe Version),J. Cole,2013-06-18,4.019333333333333,78,0.667,0.324,0.608,0.000198,0.426,-7.053999999999999,0.21600000000000003,99.992,4,1
793,Plan B,Plan B,Megan Thee Stallion,2022-04-22,2.7294,71,0.787,0.0668,0.522,0.0,0.10800000000000001,-5.872000000000001,0.46299999999999997,170.43900000000002,4,1
822,Baby (Lil Baby feat. DaBaby),Quality Control: Control The Streets Volume 2,Quality Control,2019-08-16,2.3736166666666665,77,0.97,0.0957,0.46299999999999997,0.0,0.151,-7.2589999999999995,0.366,108.00299999999999,4,1
825,21 Questions,Get Rich Or Die Tryin',50 Cent,2003-02-06,3.740433333333333,73,0.5760000000000001,0.353,0.807,0.000363,0.0512,-3.908,0.317,90.012,4,1
842,Another One Bites The Dust - Remastered 2011,The Game (Deluxe Remastered Version),Queen,1980-06-27,3.57755,74,0.9329999999999999,0.11199999999999999,0.528,0.32899999999999996,0.163,-6.472,0.162,109.975,4,1
857,RAPSTAR,Hall of Fame,Polo G,2021-06-11,2.765416666666667,83,0.789,0.41,0.536,0.0,0.129,-6.862,0.242,81.039,4,1
859,Ric Flair Drip (with Metro Boomin),Without Warning,21 Savage,2017-10-30,2.88,83,0.88,0.149,0.428,5.05e-05,0.114,-8.28,0.20600000000000002,100.007,4,1
871,Runnin,SAVAGE MODE II,21 Savage,2020-10-02,3.2651,80,0.8190000000000001,0.00748,0.626,0.10099999999999999,0.16699999999999998,-4.574,0.20199999999999999,143.01,4,1
880,Rich Spirit,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,3.3714166666666667,80,0.852,0.428,0.42100000000000004,2.28e-06,0.106,-9.152999999999999,0.20800000000000002,95.977,4,1
885,Runnin' Thru the 7th with My Woadies,$outh $ide $uicide,$uicideboy$,2015-09-15,3.4294333333333333,77,0.6859999999999999,0.0656,0.621,0.000221,0.139,-7.242999999999999,0.187,112.08200000000001,4,1
898,Right On,Right On,Lil Baby,2022-04-08,3.56625,77,0.535,0.0245,0.618,0.0,0.10300000000000001,-5.667999999999999,0.382,165.99099999999999,4,1
928,Starboy,Starboy,The Weeknd,2016-11-25,3.840883333333333,90,0.679,0.141,0.5870000000000001,6.35e-06,0.13699999999999998,-7.015,0.276,186.003,4,1
957,Tomorrow 2 (with Cardi B),Tomorrow 2 (with Cardi B),GloRilla,2022-09-23,3.49685,80,0.7909999999999999,0.0695,0.818,0.0,0.114,-3.93,0.406,159.922,4,1
997,Took Her To The O,Levon James,King Von,2020-03-06,3.26965,80,0.82,0.0149,0.5920000000000001,4.71e-06,0.121,-7.002000000000001,0.29,159.98,4,1
1015,uh oh,uh oh,Tate McRae,2022-09-30,2.828683333333333,81,0.625,0.257,0.604,2.0600000000000003e-05,0.129,-7.415,0.33899999999999997,174.08900000000003,4,1
1019,Up,Up,Cardi B,2021-02-05,2.615733333333333,74,0.868,0.0012,0.795,0.0193,0.0461,-6.044,0.26899999999999996,166.0,4,1
1020,Under The Sun (with J. Cole & Lute feat. DaBaby),Revenge Of The Dreamers III,Dreamville,2019-07-05,3.3673333333333333,76,0.691,0.511,0.64,0.0,0.409,-6.441,0.369,138.672,4,1
1029,Shoota (feat. Lil Uzi Vert),Die Lit,Playboi Carti,2018-05-11,2.563333333333333,80,0.6729999999999999,0.188,0.649,0.0,0.122,-8.433,0.196,153.075,4,1
1030,Unbothered,STOKELEY,Ski Mask The Slump God,2018-11-30,2.3071,77,0.884,0.222,0.445,0.0,0.11199999999999999,-10.58,0.418,125.008,4,1
1034,United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,2022-05-13,4.256283333333333,78,0.529,0.244,0.845,0.0,0.14300000000000002,-8.142000000000001,0.40399999999999997,85.63,3,1
1040,Ultralight Beam,The Life Of Pablo,Kanye West,2016-06-10,5.344666666666667,72,0.5920000000000001,0.62,0.40299999999999997,0.0,0.54,-8.767999999999999,0.414,105.169,4,1
1048,Ugliest,Long Term Effects of SUFFERING,$uicideboy$,2021-08-13,2.96885,73,0.752,0.172,0.55,0.0148,0.14,-7.166,0.36200000000000004,174.07299999999998,4,1
1055,Violent Crimes,ye,Kanye West,2018-06-01,3.5886666666666667,82,0.669,0.376,0.419,0.0,0.187,-6.724,0.522,109.81299999999999,4,1
1063,Vamp Anthem,Whole Lotta Red,Playboi Carti,2020-12-25,2.068216666666667,79,0.642,0.00599,0.69,1.3e-06,0.322,-5.101,0.261,164.075,4,1
1066,Vette Motors,The Last Slimeto,YoungBoy Never Broke Again,2022-08-05,2.890316666666666,75,0.83,0.0298,0.644,0.0,0.11,-5.431,0.40700000000000003,155.10299999999998,4,1
1068,Vegas,ELVIS (Original Motion Picture Soundtrack),ELVIS (Original Motion Picture Soundtrack),2022-06-24,3.0504333333333333,71,0.789,0.0768,0.604,4.8899999999999996e-05,0.13699999999999998,-7.6160000000000005,0.25,159.97899999999998,4,1
1076,Vete,Vete,Bad Bunny,2019-11-21,3.2004,79,0.8859999999999999,0.0363,0.672,8.78e-06,0.10099999999999999,-4.394,0.188,91.976,4,1
1088,vent,The Melodic Blue,Baby Keem,2021-09-10,2.2762,71,0.8959999999999999,0.0123,0.377,1.43e-06,0.115,-5.502000000000001,0.0935,113.88600000000001,4,1
1091,Verbatim,Touch Up,Mother Mother,2007-05-08,2.805333333333333,76,0.8270000000000001,0.309,0.58,0.0,0.14800000000000002,-6.809,0.327,78.01100000000001,4,1
1150,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,3.0451,83,0.732,0.00264,0.75,0.0,0.109,-6.3660000000000005,0.231,155.096,4,1
1153,X (feat. Future),Savage Mode,21 Savage,2016-07-15,4.314666666666667,73,0.835,0.373,0.413,0.00133,0.10099999999999999,-9.81,0.396,149.004,4,1
1159,Look At Me!,Look At Me!,XXXTENTACION,2017-02-20,2.10575,82,0.763,0.259,0.726,0.0,0.0976,-6.405,0.282,139.059,4,1
1171,THATS WHAT I WANT,MONTERO,Lil Nas X,2021-09-17,2.39835,87,0.737,0.00614,0.846,0.0,0.0486,-4.51,0.22,87.98100000000001,4,1
1175,Roll in Peace (feat. XXXTENTACION),Project Baby 2: All Grown Up,Kodak Black,2017-08-18,3.5522,74,0.747,0.0306,0.524,0.0,0.2,-6.807,0.245,140.053,4,1
1193,YuNg BrAtZ,Revenge,XXXTENTACION,2017-05-16,1.6975166666666666,77,0.755,0.0179,0.695,0.0,0.107,-5.962999999999999,0.26,128.063,4,1
1195,RIP Roach,Revenge,XXXTENTACION,2017-05-16,2.832966666666666,77,0.727,0.39799999999999996,0.62,0.0,0.0926,-6.443,0.306,105.00299999999999,4,1
1220,Yo Voy (feat. Daddy Yankee),Motivando a la Yal,Zion & Lennox,2004-05-04,3.866983333333333,85,0.8079999999999999,0.040999999999999995,0.6970000000000001,0.0,0.0546,-5.899,0.24100000000000002,95.06,4,1
1228,You're a Fucking Bitch Hope You Know That Shit,Low Expectations,Atlus,2021-06-18,2.7192666666666665,75,0.79,0.39899999999999997,0.66,0.0,0.10400000000000001,-5.6770000000000005,0.248,143.904,4,1
1252,ZEZE (feat. Travis Scott & Offset),Dying to Live,Kodak Black,2018-12-14,3.81265,78,0.861,0.0521,0.603,0.0,0.0924,-5.787999999999999,0.17600000000000002,98.04299999999999,4,1
1263,ZOOM,ZOOM,Jessi,2022-04-13,2.9139999999999997,78,0.8740000000000001,0.00942,0.6,0.0,0.126,-6.064,0.158,100.012,4,1
1300,0 To 100 / The Catch Up,0 To 100 / The Catch Up,Drake,2013-07-14,4.5871,72,0.5589999999999999,0.737,0.716,0.0,0.252,-3.964,0.39,176.618,4,1
1304,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]","0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",Jon Z,2016-11-24,5.5956,73,0.894,0.155,0.721,0.0,0.154,-5.829,0.258,107.963,4,1
1305,03' Bonnie & Clyde,The Blueprint 2 The Gift & The Curse,JAY-Z,2002-11-12,3.426,73,0.759,0.23,0.6779999999999999,0.0,0.15,-5.148,0.314,89.64,4,1
1323,CYANIDE,CASE STUDY 01,Daniel Caesar,2019-06-28,3.249316666666666,73,0.589,0.7040000000000001,0.652,0.00055,0.125,-7.497999999999999,0.373,158.49,4,1
1333,Me and My Guitar,Artist 2.0,A Boogie Wit da Hoodie,2020-02-14,2.696066666666667,74,0.644,0.473,0.5870000000000001,0.0,0.0759,-6.736000000000001,0.353,173.972,4,1
1341,Bad Man (Smooth Criminal),Hall of Fame 2.0,Polo G,2021-12-03,1.7666666666666666,74,0.882,0.0124,0.662,0.0,0.106,-6.382000000000001,0.242,120.03399999999999,4,1
1355,10 Freaky Girls (with 21 Savage),NOT ALL HEROES WEAR CAPES (Deluxe),Metro Boomin,2018-11-06,3.47155,79,0.81,0.588,0.353,0.0,0.102,-9.931000000000001,0.31,88.031,4,1
1370,1 Scale (feat. G Herbo),Rich Slave,Young Dolph,2020-08-14,2.9339999999999997,71,0.878,0.0289,0.635,0.0,0.276,-5.811,0.24,135.035,4,1
1406,2055,Still Sleep?,Sleepy Hallow,2021-06-02,2.0664333333333333,82,0.8290000000000001,0.49200000000000005,0.512,0.0,0.12,-5.865,0.187,80.51100000000001,4,1
1408,21,THE GOAT,Polo G,2020-05-15,2.72995,77,0.7829999999999999,0.149,0.479,0.0,0.10099999999999999,-10.645999999999999,0.541,176.02700000000002,4,1
1413,2 Mins of Pain (feat. Alborosie),2 Mins of Pain (feat. Alborosie),Sleepy Hallow,2022-09-07,2.27825,75,0.8859999999999999,0.10099999999999999,0.434,1.22e-06,0.297,-12.106,0.40299999999999997,147.995,4,1
1415,2055,2055,Sleepy Hallow,2021-04-14,2.0664333333333333,74,0.775,0.455,0.518,0.0,0.121,-5.857,0.311,161.011,4,1
1416,2nd Hand,KILL YOURSELF Part XII: The Dark Glacier Saga,$uicideboy$,2017-05-26,2.0578,74,0.9329999999999999,0.0307,0.424,0.0,0.10099999999999999,-6.686,0.127,139.977,4,1
1433,2009,Swimming,Mac Miller,2018-08-03,5.799766666666668,71,0.5329999999999999,0.77,0.496,0.000164,0.0969,-9.363,0.517,155.158,4,1
1450,3 Headed Goat (feat. Lil Baby & Polo G),Just Cause Y'all Waited 2,Lil Durk,2020-05-08,2.8255166666666667,77,0.846,0.26899999999999996,0.48,0.0,0.0989,-8.618,0.359,143.029,4,1
1456,"Crazy Story, Pt. 3","Grandson, Vol. 1",King Von,2019-09-20,3.189983333333333,77,0.7290000000000001,0.00165,0.73,4.33e-05,0.11800000000000001,-5.14,0.261,156.953,4,1
1459,"3RACHA (Bang Chan, Changbin, HAN)",MAXIDENT,Stray Kids,2022-10-07,3.4762166666666667,75,0.721,0.22899999999999998,0.856,0.0,0.0853,-3.117,0.301,142.06799999999998,4,1
1464,<3,YHLQMDLG,Bad Bunny,2020-02-29,2.6327833333333333,72,0.631,0.602,0.665,1.7e-06,0.152,-7.5889999999999995,0.22899999999999998,80.35300000000001,4,1
