,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,cluster
1079,Venom - Music From The Motion Picture,Venom (Music From The Motion Picture),Eminem,2018-09-21,4.492883333333333,75,0.75,0.0148,0.789,0.0,0.501,-5.058,0.0647,135.954,4,0
1080,Vuelve,Vuelve,Daddy Yankee,2017-09-29,4.660216666666667,80,0.7340000000000001,0.196,0.531,0.0,0.11900000000000001,-5.662000000000001,0.0321,130.024,4,0
1082,Vivir Mi Vida,3.0,Marc Anthony,2013-07-23,4.205766666666666,77,0.6559999999999999,0.345,0.877,0.0,0.349,-3.2310000000000003,0.0342,105.01799999999999,4,0
1083,Voices In My Head,Voices In My Head,Falling In Reverse,2022-05-31,3.190233333333333,73,0.546,0.0266,0.898,0.0,0.129,-3.0669999999999997,0.162,173.17,4,0
1085,"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black (Deluxe Edition),Amy Winehouse,2006,3.89555,76,0.772,0.7440000000000001,0.371,0.0,0.16699999999999998,-5.742999999999999,0.0348,96.574,4,2
1086,Vista Al Mar,Vista Al Mar,Quevedo,2022-09-09,3.0112,90,0.759,0.8029999999999999,0.561,0.121,0.10099999999999999,-5.643,0.131,104.915,4,2
1088,vent,The Melodic Blue,Baby Keem,2021-09-10,2.2762,71,0.8959999999999999,0.0123,0.377,1.43e-06,0.115,-5.502000000000001,0.0935,113.88600000000001,4,1
1089,Volando - Remix,Volando (Remix),Mora,2021-07-08,4.5579,83,0.659,0.207,0.688,0.0,0.113,-4.649,0.0673,153.97899999999998,4,0
1091,Verbatim,Touch Up,Mother Mother,2007-05-08,2.805333333333333,76,0.8270000000000001,0.309,0.58,0.0,0.14800000000000002,-6.809,0.327,78.01100000000001,4,1
1097,"Villano Antillano: Bzrp Music Sessions, Vol. 51","Villano Antillano: Bzrp Music Sessions, Vol. 51",Bizarrap,2022-06-08,3.125,86,0.82,0.0584,0.752,0.00417,0.628,-7.635,0.0648,127.999,4,0
1099,VALENTINO,DROPPED OUTTA COLLEGE,24kGoldn,2019-11-22,2.98555,73,0.746,0.19899999999999998,0.7170000000000001,0.0,0.132,-4.841,0.179,150.964,4,0
1110,Walk,Walk/Spin,Kodak Black,2022-09-16,2.767316666666667,77,0.8170000000000001,0.037000000000000005,0.512,0.0,0.21600000000000003,-6.943,0.0984,130.04,4,0
1113,Woman,Planet Her,Doja Cat,2021-06-25,2.8771,89,0.8240000000000001,0.0888,0.764,0.00294,0.11699999999999999,-4.175,0.0854,107.99799999999999,4,0
1115,Watermelon Sugar,Fine Line,Harry Styles,2019-12-13,2.9,90,0.5479999999999999,0.122,0.816,0.0,0.335,-4.209,0.0465,95.39,4,0
1117,Wheels on the Bus,"CoComelon Kids Hits, Vol. 1",Cocomelon,2019-11-26,3.4556666666666667,72,0.941,0.184,0.387,2.8800000000000002e-05,0.157,-11.92,0.0427,125.021,4,2
1121,Why'd You Only Call Me When You're High?,AM,Arctic Monkeys,2013-09-09,2.685383333333333,88,0.691,0.0483,0.631,1.13e-05,0.10400000000000001,-6.478,0.0368,92.00399999999999,4,0
1122,Where Is My Mind?,Death to the Pixies,Pixies,1997-10-06,3.820433333333333,78,0.513,0.00731,0.442,0.0008380000000000001,0.0878,-13.529000000000002,0.0343,81.20100000000001,4,2
1123,Wait a Minute!,ARDIPITHECUS,WILLOW,2015-01-11,3.275333333333333,86,0.764,0.0371,0.705,1.9399999999999997e-05,0.0943,-5.279,0.0278,101.00299999999999,4,0
1125,West Coast,Ultraviolence (Deluxe),Lana Del Rey,2014-01-01,4.279333333333334,82,0.527,0.19399999999999998,0.591,0.0194,0.0907,-7.664,0.0396,123.167,4,0
1126,What My World Spins Around,What My World Spins Around,Jordan Davis,2022-05-27,3.113166666666667,79,0.675,0.105,0.726,0.0,0.153,-6.459,0.0461,124.87200000000001,4,0
1130,wait in the truck (feat. Lainey Wilson),wait in the truck (feat. Lainey Wilson),HARDY,2022-08-26,4.62765,76,0.534,0.27699999999999997,0.466,0.0,0.0979,-6.98,0.0272,140.0,4,2
1133,Welcome To The Jungle,Appetite For Destruction,Guns N' Roses,1987-07-21,4.558,75,0.45299999999999996,0.0195,0.987,0.28300000000000003,0.268,-4.485,0.0889,123.544,4,0
1134,Without Me,The Eminem Show,Eminem,2002-05-26,4.838666666666667,89,0.9079999999999999,0.00286,0.669,0.0,0.237,-2.827,0.0738,112.238,4,0
1138,Washing Machine Heart,Be the Cowboy,Mitski,2018-08-17,2.136633333333333,84,0.613,0.0092,0.8220000000000001,0.506,0.429,-4.087,0.026000000000000002,105.99700000000001,4,0
1141,Wishing Well,Legends Never Die,Juice WRLD,2020-07-10,3.2436833333333333,82,0.65,0.00336,0.613,0.0,0.267,-6.13,0.128,149.972,4,0
1142,W.I.T.C.H.,W.I.T.C.H.,Devon Cole,2022-07-07,2.2022166666666667,77,0.868,0.10400000000000001,0.66,0.0,0.0755,-3.8339999999999996,0.0526,121.925,4,0
1143,Wild as Her,Wild as Her,Corey Kent,2022-03-04,3.328883333333333,77,0.504,0.00216,0.736,0.0,0.129,-6.079,0.0352,148.014,4,0
1144,WASTE,DISORDER,Kxllswxtch,2021-10-29,2.007133333333333,75,0.627,0.8590000000000001,0.12300000000000001,0.00105,0.149,-14.411,0.0316,131.88299999999998,4,2
1145,Wagon Wheel,True Believers,Darius Rucker,2013-01-01,4.972883333333334,79,0.537,0.455,0.66,0.0,0.135,-7.1739999999999995,0.0296,148.096,4,2
1147,Woo,ANTI (Deluxe),Rihanna,2016-01-28,3.926433333333333,80,0.42,0.0546,0.466,0.00389,0.298,-5.297999999999999,0.0326,115.00399999999999,4,0
1149,Where It Ends,Where It Ends,Bailey Zimmerman,2022-08-19,2.988233333333333,77,0.431,0.259,0.8370000000000001,0.0,0.0879,-5.067,0.0432,170.041,4,0
1150,XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,3.0451,83,0.732,0.00264,0.75,0.0,0.109,-6.3660000000000005,0.231,155.096,4,1
1152,X ÚLTIMA VEZ,LEGENDADDY,Daddy Yankee,2022-03-25,3.20795,86,0.812,0.0789,0.855,0.000167,0.10800000000000001,-3.725,0.0554,90.04,4,0
1153,X (feat. Future),Savage Mode,21 Savage,2016-07-15,4.314666666666667,73,0.835,0.373,0.413,0.00133,0.10099999999999999,-9.81,0.396,149.004,4,1
1156,X Gon' Give It To Ya,The Definition Of X: Pick Of The Litter,DMX,2007-06-12,3.626433333333333,75,0.7609999999999999,0.0135,0.899,0.0,0.0719,-3.09,0.183,95.027,4,0
1159,Look At Me!,Look At Me!,XXXTENTACION,2017-02-20,2.10575,82,0.763,0.259,0.726,0.0,0.0976,-6.405,0.282,139.059,4,1
1160,XT4S1S,XT4S1S,Danna Paola,2022-08-12,3.6553333333333335,84,0.797,0.10099999999999999,0.677,0.0,0.441,-4.163,0.0857,130.034,4,0
1163,xanny,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,2019-03-29,4.062083333333334,74,0.521,0.7509999999999999,0.125,0.00207,0.265,-17.832,0.239,111.554,4,2
1165,Moonlight,?,XXXTENTACION,2018-03-16,2.2515,83,0.9209999999999999,0.556,0.537,0.00404,0.102,-5.723,0.0804,128.009,4,2
1166,X,Intimo,Nicky Jam,2019-11-01,2.8809,75,0.594,0.0338,0.7490000000000001,0.00106,0.3,-5.297999999999999,0.055999999999999994,179.968,4,0
1168,SAD!,?,XXXTENTACION,2018-03-16,2.77675,84,0.74,0.258,0.613,0.00372,0.12300000000000001,-4.88,0.145,75.023,4,0
1169,Xxplosive,2001,Dr. Dre,1999-11-16,3.5866666666666664,72,0.765,0.17600000000000002,0.88,1e-05,0.139,-4.361000000000001,0.11599999999999999,168.96,4,0
1171,THATS WHAT I WANT,MONTERO,Lil Nas X,2021-09-17,2.39835,87,0.737,0.00614,0.846,0.0,0.0486,-4.51,0.22,87.98100000000001,4,1
1175,Roll in Peace (feat. XXXTENTACION),Project Baby 2: All Grown Up,Kodak Black,2017-08-18,3.5522,74,0.747,0.0306,0.524,0.0,0.2,-6.807,0.245,140.053,4,1
1179,XO,XO,John Mayer,2014-05-27,3.560433333333333,71,0.431,0.7490000000000001,0.377,0.0,0.21100000000000002,-9.753,0.0288,173.67,4,2
1182,True Love,True Love,Kanye West,2022-05-27,2.476183333333333,82,0.7120000000000001,0.0182,0.861,6.09e-06,0.511,-5.487,0.25,84.042,4,0
1183,Falling Down - Bonus Track,"Come Over When You're Sober, Pt. 2",Lil Peep,2018-11-09,3.273333333333333,81,0.669,0.0175,0.574,0.00294,0.146,-6.442,0.0286,120.01299999999999,4,0
1184,changes,?,XXXTENTACION,2018-03-16,2.031433333333333,80,0.669,0.883,0.308,0.0,0.0984,-10.068,0.028999999999999998,64.934,4,2
1185,I Don't Wanna Do This Anymore,Revenge,XXXTENTACION,2017-05-16,1.4593333333333334,78,0.433,0.843,0.778,0.0,0.139,-7.681,0.040999999999999995,114.208,4,2
1186,the remedy for a broken heart (why am I so in love),?,XXXTENTACION,2018-03-16,2.6697333333333333,80,0.6990000000000001,0.779,0.304,0.000993,0.13699999999999998,-11.192,0.0993,119.705,4,2
1188,haunt me (x 3),dc snuff film / waste yrself,Teen Suicide,2015-10-07,2.7611833333333333,73,0.5660000000000001,0.7140000000000001,0.613,0.799,0.0848,-10.118,0.0874,110.88600000000001,4,3
1191,Animal I Have Become,One-X,Three Days Grace,2006-06-25,3.8566666666666665,75,0.5529999999999999,0.000684,0.853,0.0,0.126,-3.668,0.0339,122.023,4,0
1193,YuNg BrAtZ,Revenge,XXXTENTACION,2017-05-16,1.6975166666666666,77,0.755,0.0179,0.695,0.0,0.107,-5.962999999999999,0.26,128.063,4,1
1194,X20X,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,Feid,2022-09-14,1.7206666666666666,75,0.461,0.7020000000000001,0.358,0.0,0.135,-6.051,0.0868,81.219,4,2
1195,RIP Roach,Revenge,XXXTENTACION,2017-05-16,2.832966666666666,77,0.727,0.39799999999999996,0.62,0.0,0.0926,-6.443,0.306,105.00299999999999,4,1
1196,Si Estuviésemos Juntos,X 100PRE,Bad Bunny,2018-12-23,2.8207833333333334,83,0.672,0.0626,0.594,5.14e-05,0.152,-6.813,0.0789,171.854,4,0
1197,Ex's & Oh's,Love Stuff,Elle King,2015-02-13,3.36955,74,0.612,0.0183,0.9209999999999999,0.0,0.0576,-2.8819999999999997,0.085,139.988,4,0
1198,Paradise,Mylo Xyloto,Coldplay,2011-10-24,4.645316666666667,85,0.449,0.0509,0.585,8.75e-05,0.0833,-6.761,0.0268,139.631,4,0
1205,YKWIM?,Bipolar,Yot Club,2019-05-31,3.5458333333333334,84,0.37200000000000005,0.937,0.537,0.873,0.287,-7.622999999999999,0.0305,123.735,3,3
1207,Yebba’s Heartbreak,Certified Lover Boy,Drake,2021-09-03,2.2293666666666665,80,0.47600000000000003,0.9670000000000001,0.161,0.0381,0.109,-11.665,0.0407,119.61399999999999,4,2
1209,You Belong With Me,Fearless,Taylor Swift,2008-11-11,3.852216666666666,71,0.687,0.162,0.7829999999999999,1.3500000000000001e-05,0.114,-4.44,0.0386,129.964,4,0
1210,Young,Vibes,Vacations,2016,3.1526666666666667,84,0.498,0.00392,0.81,0.00717,0.0635,-4.065,0.0263,79.935,4,0
1215,Young And Beautiful,Young And Beautiful,Lana Del Rey,2013-01-01,3.9342166666666665,84,0.324,0.262,0.41600000000000004,3.69e-05,0.11,-8.92,0.0368,113.986,4,2
1216,Yonaguni,Yonaguni,Bad Bunny,2021-06-04,3.4451666666666667,88,0.644,0.276,0.648,0.0,0.135,-4.601,0.11800000000000001,179.951,4,0
1218,You Get Me So High,Hard To Imagine The Neighbourhood Ever Changing,The Neighbourhood,2018-11-02,2.55,83,0.551,0.18600000000000003,0.8809999999999999,0.0791,0.152,-6.099,0.0542,88.036,4,0
1220,Yo Voy (feat. Daddy Yankee),Motivando a la Yal,Zion & Lennox,2004-05-04,3.866983333333333,85,0.8079999999999999,0.040999999999999995,0.6970000000000001,0.0,0.0546,-5.899,0.24100000000000002,95.06,4,1
1221,You Should Probably Leave,Starting Over,Chris Stapleton,2020-11-13,3.5582166666666666,78,0.602,0.268,0.47700000000000004,3.1e-05,0.17300000000000001,-8.425,0.032,183.89,4,2
1224,You Right,Planet Her,Doja Cat,2021-06-25,3.102883333333333,84,0.828,0.0164,0.621,0.00233,0.0845,-6.414,0.0565,128.986,4,0
1226,Yale,Teen X,Ken Carson,2020-08-14,1.7756,75,0.728,0.000487,0.442,8.21e-06,0.149,-10.095,0.0565,142.025,4,0
1228,You're a Fucking Bitch Hope You Know That Shit,Low Expectations,Atlus,2021-06-18,2.7192666666666665,75,0.79,0.39899999999999997,0.66,0.0,0.10400000000000001,-5.6770000000000005,0.248,143.904,4,1
1229,"You're Gonna Go Far, Kid","Rise And Fall, Rage And Grace",The Offspring,2008-06-17,2.963766666666667,81,0.55,0.00428,0.917,0.0,0.19699999999999998,-3.159,0.0638,126.115,4,0
1231,Ya Supérame (En Vivo),Ya Supérame (En Vivo),Grupo Firme,2021-08-13,3.1508333333333334,81,0.436,0.46299999999999997,0.4,0.0,0.76,-6.521,0.11,75.57600000000001,3,2
1232,Young Dumb & Broke,American Teen,Khalid,2017-04-27,3.375766666666667,81,0.799,0.19899999999999998,0.539,1.66e-05,0.165,-6.351,0.0421,136.94799999999998,4,0
1234,you broke me first,you broke me first,Tate McRae,2020-04-17,2.821083333333333,84,0.667,0.785,0.373,0.0,0.0906,-9.389,0.05,124.148,4,2
1236,YEAH RIGHT,BALLADS 1,Joji,2018-10-26,2.90595,81,0.672,0.619,0.588,0.24100000000000002,0.0992,-9.573,0.133,169.033,4,2
1238,You Belong With Me (Taylor’s Version),Fearless (Taylor's Version),Taylor Swift,2021-04-09,3.8520666666666665,80,0.632,0.0623,0.773,0.0,0.0885,-4.856,0.0346,130.033,4,0
1242,You Shook Me All Night Long,Back In Black,AC/DC,1980-07-25,3.502883333333333,82,0.532,0.0028699999999999997,0.767,0.000513,0.39,-5.5089999999999995,0.0574,127.361,4,0
1245,You Give Love A Bad Name,Slippery When Wet,Bon Jovi,1986-08-16,3.711766666666666,83,0.541,0.0663,0.96,2.25e-06,0.344,-2.947,0.0505,122.803,4,0
1248,Yungen (feat. Jack Harlow),Beautiful Mind,Rod Wave,2022-08-12,3.768583333333333,75,0.614,0.309,0.7440000000000001,1.14e-06,0.17300000000000001,-5.52,0.125,146.02,4,0
1250,Zombie,No Need To Argue (The Complete Sessions 1994-1995),The Cranberries,1994-10-03,5.107333333333333,83,0.309,0.0158,0.649,0.00591,0.36700000000000005,-8.994,0.035,166.915,4,0
1252,ZEZE (feat. Travis Scott & Offset),Dying to Live,Kodak Black,2018-12-14,3.81265,78,0.861,0.0521,0.603,0.0,0.0924,-5.787999999999999,0.17600000000000002,98.04299999999999,4,1
1256,ZOMBIFIED,ZOMBIFIED,Falling In Reverse,2022-01-05,3.642,72,0.544,0.00014099999999999998,0.9109999999999999,8.89e-06,0.33299999999999996,-3.681,0.0422,91.03299999999999,4,0
1263,ZOOM,ZOOM,Jessi,2022-04-13,2.9139999999999997,78,0.8740000000000001,0.00942,0.6,0.0,0.126,-6.064,0.158,100.012,4,1
1268,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Origins (Deluxe),Imagine Dragons,2018-11-09,3.51555,72,0.634,0.000479,0.662,0.0014199999999999998,0.111,-7.542999999999999,0.0325,90.01100000000001,4,0
1272,ZOO,2021 Winter SMTOWN : SMCU EXPRESS,SMTOWN,2021-12-27,2.9568833333333333,72,0.823,0.127,0.9229999999999999,0.0,0.0571,-2.875,0.158,122.92200000000001,4,0
1277,Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,2003-06-24,3.93555,78,0.6459999999999999,0.00249,0.77,0.0,0.0715,-6.596,0.226,99.165,4,0
1289,Words (feat. Zara Larsson),Words (feat. Zara Larsson),Alesso,2022-04-22,2.37795,86,0.7390000000000001,0.0245,0.586,0.000252,0.308,-5.079,0.0472,124.02600000000001,4,0
1291,Something in the Orange - Z&E's Version,American Heartbreak,Zach Bryan,2022-05-20,4.237633333333333,71,0.594,0.41600000000000004,0.382,0.0,0.11699999999999999,-5.432,0.0292,110.23700000000001,4,2
1292,"Danger Zone - From ""Top Gun"" Original Soundtrack","Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",Kenny Loggins,1997-03-25,3.58555,78,0.544,0.24100000000000002,0.897,0.0,0.13,-6.056,0.0471,157.17,4,0
1297,La Zona,YHLQMDLG,Bad Bunny,2020-02-29,2.2815333333333334,80,0.762,0.2,0.8009999999999999,7.04e-05,0.254,-3.661,0.0409,93.992,4,0
1299,ZITTI E BUONI,Teatro d'ira - Vol. I,Måneskin,2021-03-19,3.246433333333333,77,0.625,0.0013800000000000002,0.9390000000000001,0.0,0.424,-3.115,0.0669,102.999,4,0
1300,0 To 100 / The Catch Up,0 To 100 / The Catch Up,Drake,2013-07-14,4.5871,72,0.5589999999999999,0.737,0.716,0.0,0.252,-3.964,0.39,176.618,4,1
1301,Less Than Zero,Dawn FM,The Weeknd,2022-01-06,3.5302333333333333,79,0.535,0.0009599999999999999,0.7909999999999999,0.000155,0.0788,-5.55,0.0327,142.981,4,0
1302,0X1=LOVESONG (I Know I Love You) feat. Seori,The Chaos Chapter: FREEZE,TOMORROW X TOGETHER,2021-05-31,3.37005,75,0.584,0.0558,0.836,0.0,0.0663,-4.925,0.079,104.973,4,0
1303,Substance,The Wolf of Grape Street,03 Greedo,2018-03-09,3.6639,79,0.599,0.26,0.32,0.0,0.106,-13.716,0.0787,70.998,4,2
1304,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]","0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",Jon Z,2016-11-24,5.5956,73,0.894,0.155,0.721,0.0,0.154,-5.829,0.258,107.963,4,1
1305,03' Bonnie & Clyde,The Blueprint 2 The Gift & The Curse,JAY-Z,2002-11-12,3.426,73,0.759,0.23,0.6779999999999999,0.0,0.15,-5.148,0.314,89.64,4,1
1311,00:00 (Zero O’Clock),MAP OF THE SOUL : 7,BTS,2020-02-21,4.171583333333333,73,0.56,0.0806,0.547,0.0,0.11,-6.456,0.0675,157.96200000000002,4,0
1315,"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,2019-10-04,2.7948833333333334,79,0.654,0.153,0.63,0.0,0.111,-4.644,0.0259,89.991,4,0
1319,4:00A.M.,MIGNONNE (Mastered by Bernie Grundman),Taeko Onuki,1978-09-21,5.6160000000000005,71,0.631,0.341,0.644,0.000411,0.0877,-10.81,0.0348,103.376,4,2
1321,Baby,My World 2.0,Justin Bieber,2010-01-01,3.570666666666667,83,0.728,0.0401,0.8590000000000001,0.0,0.111,-5.237,0.13699999999999998,65.043,4,0
1323,CYANIDE,CASE STUDY 01,Daniel Caesar,2019-06-28,3.249316666666666,73,0.589,0.7040000000000001,0.652,0.00055,0.125,-7.497999999999999,0.373,158.49,4,1
1326,90210 (feat. Kacy Hill),Rodeo (Expanded Edition),Travis Scott,2015-09-04,5.6511,80,0.402,0.113,0.526,8.33e-06,0.105,-6.7410000000000005,0.0904,81.404,4,0
1333,Me and My Guitar,Artist 2.0,A Boogie Wit da Hoodie,2020-02-14,2.696066666666667,74,0.644,0.473,0.5870000000000001,0.0,0.0759,-6.736000000000001,0.353,173.972,4,1
1336,EL MAKINON,KG0516,KAROL G,2021-03-26,3.486,80,0.635,0.256,0.706,0.0,0.10800000000000001,-3.2239999999999998,0.125,88.863,4,0
1341,Bad Man (Smooth Criminal),Hall of Fame 2.0,Polo G,2021-12-03,1.7666666666666666,74,0.882,0.0124,0.662,0.0,0.106,-6.382000000000001,0.242,120.03399999999999,4,1
